Iteration,N,Tuple Time (ns),Variadic Expressions Time (ns),Command Interface Time (ns)
92,2560000,8841500,4408500,10006200
93,2560000,9146200,4673100,10646600
94,2560000,9484400,4647000,13621200
95,2560000,13759200,6704800,19205800
96,2560000,9152700,4003700,9441700
97,2560000,9314800,4749800,10658000
98,2560000,9285200,4751900,10563200
99,2560000,9692200,5184900,11052300
100,2560000,9393400,4722800,10286100
101,2560000,9474600,4550700,10744600
102,2560000,10276700,5116900,15112400
103,2560000,13788000,6772400,20474700
104,2560000,9025900,4717100,9263800
105,2560000,9672100,4681600,10178500
106,2560000,8672000,4760000,10854100
107,2560000,9065600,5281300,10627300
108,2560000,9116500,4725900,10799600
109,2560000,9179300,4811300,10598600
110,2560000,9473900,4718500,14600100
111,2560000,13652800,6773500,21166600
112,2560000,9817400,4591700,11145800
113,2560000,8868000,4016400,10362500
114,2560000,8759100,4271000,10143700
115,2560000,8480300,4111700,9900600
116,2560000,9353500,4139300,10116200
117,2560000,10366600,4694900,10659300
118,2560000,10477400,5015700,12375900
119,2560000,13583700,8596000,21887800
120,2560000,9408500,4728400,10133700
121,2560000,8935200,4831700,10416800
122,2560000,9146100,4680400,10578600
123,2560000,9192400,4659700,10565200
124,2560000,9262200,4832700,10089300
125,2560000,9467000,4422600,10584300
126,2560000,9820600,5412800,14548100
127,2560000,14412100,6625100,19880400
128,2560000,13319700,5124400,10393700
129,2560000,9582800,5193700,10360000
130,2560000,9412700,4780900,10440100
131,2560000,9445500,4676000,10171900
132,2560000,9458300,5099200,10384100
133,2560000,9393100,5036300,9927800
134,2560000,10260000,5278000,15486500
135,2560000,13058400,7343900,22053900
136,2560000,9414800,4838100,10796800
137,2560000,9064900,4489300,11023300
138,2560000,9045000,4460100,11685500
139,2560000,9020000,4334900,10200600
140,2560000,9437900,4622500,10575300
141,2560000,8509200,4335500,10601000
142,2560000,9393500,5146500,14924300
143,2560000,12962500,7433400,19116000
144,2560000,9315800,4606700,8961500
145,2560000,9106100,4746400,10317000
146,2560000,8956300,5461000,10715800
147,2560000,10154700,4906500,9787100
148,2560000,9434900,4139800,9195900
149,2560000,9163900,4364200,9319900
150,2560000,11335600,4700700,14032500
151,2560000,17610000,9084200,20216200
152,2560000,9615300,4143400,8570200
153,2560000,9946200,4743200,9867100
154,2560000,9937500,4923300,9563400
155,2560000,9851200,4615200,9951700
156,2560000,9441700,4792700,10375000
157,2560000,9524700,4862000,11367300
158,2560000,10853600,5607000,14339100
159,2560000,15234200,10047900,17780100
160,2560000,10030400,4168200,8783100
161,2560000,9761900,4613400,10362800
162,2560000,9831700,4730000,10345400
163,2560000,10012600,5613800,10868100
164,2560000,9770100,4898600,10771200
165,2560000,9816400,5252400,11018900
166,2560000,10240000,5547600,14959200
167,2560000,13298000,7433300,18384100
168,2560000,10048200,4906600,9093100
169,2560000,9323700,4485100,10387600
170,2560000,9112600,4528500,9501300
171,2560000,9880600,4757600,9450900
172,2560000,9816400,4859700,10039100
173,2560000,9687600,4893600,9654900
174,2560000,11171700,5193400,15105000
175,2560000,13741200,7928200,18980800
176,2560000,9510400,3801400,8245199
177,2560000,9781400,5326300,10756600
178,2560000,9976600,4921800,10394000
179,2560000,9454400,4594800,9257500
180,2560000,9556400,4848100,10345100
181,2560000,9983900,4659500,10074800
182,2560000,10762000,4937800,15010200
183,2560000,14181500,7227800,18212800
184,2560000,10297700,4650200,9602200
185,2560000,9711300,5798400,11241700
186,2560000,9274000,5119100,10327800
187,2560000,10036700,5212100,10794500
188,2560000,9588100,4811700,11609600
189,2560000,9647900,5677500,10563100
190,2560000,11253300,5581700,15196800
191,2560000,15635799,10163900,18614600
192,2560000,9780800,3883900,8581500
193,2560000,9654200,4810100,10294400
194,2560000,9581800,4775600,10472900
195,2560000,9291700,4984200,10205400
196,2560000,9662500,4815400,10589100
197,2560000,9553000,4681600,10855700
198,2560000,10252800,5347700,14103700
199,2560000,12985600,7161900,16028500
200,2560000,8550900,3840000,8342700
1,5120000,18143300,8920900,17307800
2,5120000,16752300,8565500,19950600
3,5120000,18549300,9458100,17868700
4,5120000,17054500,8092200,23346200
5,5120000,26968700,34294700,54375900
6,5120000,20408700,9087700,16940100
7,5120000,17149900,7277500,15750000
8,5120000,17015200,9037600,16496500
9,5120000,17190600,8695800,15755200
10,5120000,17586900,8978500,18955900
11,5120000,25310700,29135200,77799300
12,5120000,20710100,10414200,17918100
13,5120000,16571800,9178200,19461700
14,5120000,16298799,9620200,18417500
15,5120000,15799800,9037800,17319500
16,5120000,16432800,9359800,18662600
17,5120000,24555200,24384800,85810200
18,5120000,24046100,13320000,22849500
19,5120000,15739099,8364099,19093600
20,5120000,16394100,8067500,18898200
21,5120000,17041400,8144500,19449900
22,5120000,17233700,8142000,19867400
23,5120000,25204300,33256200,77631800
24,5120000,22026400,10442000,22160300
25,5120000,15227700,7069100,17111500
26,5120000,17252800,8091599,16818100
27,5120000,16877900,7834400,17789700
28,5120000,17237000,7622400,15566000
29,5120000,17442000,9062300,21116300
30,5120000,21912600,24943400,74034600
31,5120000,17016800,7412900,15677700
32,5120000,15486100,7225000,19864800
33,5120000,15337700,7166900,19899300
34,5120000,15651400,7251700,18772600
35,5120000,16060100,8435600,24669500
36,5120000,24428000,30252900,86479700
37,5120000,19417300,7370500,17137400
38,5120000,17188800,8692000,17246100
39,5120000,17433900,8051000,16977400
40,5120000,16780100,8071600,16822700
41,5120000,17227600,8415500,17922900
42,5120000,24154300,27307900,90566400
43,5120000,21046200,10176500,18597600
44,5120000,16751300,9259600,19313100
45,5120000,17696000,9492700,18392100
46,5120000,16522599,9275900,18290700
47,5120000,17286800,8353700,19567400
48,5120000,26262800,33414500,79702600
49,5120000,20743600,11247900,18179800
50,5120000,16981900,9459800,18346000
51,5120000,16477900,8738300,18620000
52,5120000,15640500,7486700,16946800
53,5120000,17044500,9734100,18969200
54,5120000,26353900,30234600,77989300
55,5120000,24497800,14485200,27022800
56,5120000,19602400,8192600,16793300
57,5120000,17340400,8861900,17179100
58,5120000,17192400,8219400,17772700
59,5120000,18843700,8326699,17637800
60,5120000,18486500,10632300,21837100
61,5120000,24372100,26057300,60279600
62,5120000,16455399,7013700,16747800
63,5120000,15364600,7527000,20249900
64,5120000,15575000,7513200,21855600
65,5120000,15639100,7436300,19439200
66,5120000,15954900,8826100,24805000
67,5120000,22765200,26283200,79315400
68,5120000,20295100,9342900,16523400
69,5120000,16430299,7403300,17067300
70,5120000,16316600,7608200,16891800
71,5120000,16259500,7324600,17796800
72,5120000,16283900,8241999,21557300
73,5120000,26888500,34358100,77794500
74,5120000,19169700,9893700,18040700
75,5120000,17219400,8478700,19622500
76,5120000,16454700,8824700,17979200
77,5120000,16495900,9447900,17998400
78,5120000,16487000,9218600,19362400
79,5120000,24970400,25213400,90313300
80,5120000,20547400,12278900,22005900
81,5120000,15392500,8253500,19064600
82,5120000,16037699,8094300,18204000
83,5120000,16405099,7604700,16899600
84,5120000,16387700,7572400,16688200
85,5120000,24106300,30860900,92047800
86,5120000,23583400,16046100,31433000
87,5120000,15437700,7276900,19257300
88,5120000,17590400,9354800,18576700
89,5120000,17308500,9177400,17793900
90,5120000,17847800,9375400,18848200
91,5120000,18351800,10780200,20649700
92,5120000,22343100,25289600,65603400
93,5120000,20501600,7445300,17258400
94,5120000,15521500,7575800,19900300
95,5120000,14960600,7825000,19456000
96,5120000,15431100,7679500,20443000
97,5120000,15770800,9679600,26470600
98,5120000,22370500,24110300,84215600
99,5120000,19068500,9714800,20507600
100,5120000,17337900,8412800,18594300
101,5120000,15727900,7152300,17525900
102,5120000,15725200,7295100,17667400
103,5120000,16348000,7937700,24209100
104,5120000,24100900,30192500,93025300
105,5120000,20637300,9704600,16602400
106,5120000,15582000,7909200,17757000
107,5120000,17053800,8643100,16748900
108,5120000,17575000,8888500,19433800
109,5120000,17133600,9303300,19590200
110,5120000,27002700,26177000,79920300
111,5120000,22154600,13921100,23456800
112,5120000,15651700,8487600,17118100
113,5120000,16474599,8021100,17117200
114,5120000,18065600,8947000,18279200
115,5120000,17402400,7988400,18241500
116,5120000,24649300,32058400,83591100
117,5120000,23626800,12357400,25385300
118,5120000,15342300,7268100,16398000
119,5120000,17072100,8767800,17936000
120,5120000,17391500,8960000,17171600
121,5120000,16976500,8936600,17247600
122,5120000,17563200,9368500,21513500
123,5120000,21787300,22413500,77014700
124,5120000,17251400,8193100,15320400
125,5120000,15753699,7212900,17798500
126,5120000,15878000,7293800,18536700
127,5120000,15933400,7213100,18661900
128,5120000,16767299,8697600,25846000
129,5120000,23400200,14596400,79529900
130,5120000,20647500,10350000,16188300
131,5120000,18599900,8121800,16484900
132,5120000,17236800,7962500,15886299
133,5120000,17324100,8453000,15391800
134,5120000,17082800,8609500,18114400
135,5120000,24411900,25697500,88249900
136,5120000,19473000,9846500,16454300
137,5120000,16160700,8964300,18003200
138,5120000,16181500,9631300,18588700
139,5120000,16143100,9220400,19749000
140,5120000,16273099,9547900,19428900
141,5120000,23836800,24344500,83923100
142,5120000,24472300,12336400,26190800
143,5120000,15772399,7324400,16308799
144,5120000,17358000,8125000,18240800
145,5120000,17095200,7998800,18092400
146,5120000,16817000,8465500,17017800
147,5120000,17209300,9348400,22658800
148,5120000,21565100,22899900,74162500
149,5120000,17085100,7427100,15466400
150,5120000,16794500,7668500,15569200
151,5120000,16550100,7356900,16103400
152,5120000,16770299,7268800,15566600
153,5120000,16758400,7287900,16832000
154,5120000,20206500,12988600,57843200
155,5120000,22629400,11436400,24278000
156,5120000,15604300,7455600,18779900
157,5120000,17773800,8716100,17012000
158,5120000,17384300,9126000,17470900
159,5120000,17366400,8687800,17287000
160,5120000,17257500,9090600,21735600
161,5120000,20062400,18268300,65639600
162,5120000,17517000,14137400,15556700
163,5120000,16603799,7164600,18657400
164,5120000,15797800,7301600,18005700
165,5120000,15930300,7340600,18267700
166,5120000,16350300,7226700,19648600
167,5120000,20038700,14122900,67182600
168,5120000,23917000,10949500,20007600
169,5120000,15392700,7084900,16379900
170,5120000,18520600,8890000,17169300
171,5120000,16948700,8465800,16583299
172,5120000,16337999,8019900,17271100
173,5120000,16935900,8088200,21042200
174,5120000,20094900,16783400,60068800
175,5120000,18084700,9217300,15538100
176,5120000,15353800,7436900,19624500
177,5120000,15475600,7976199,21464300
178,5120000,15295800,7416900,18960400
179,5120000,15976400,7851100,24128600
180,5120000,20368900,17460900,72710100
181,5120000,20455000,9930200,16653300
182,5120000,16212800,9073300,18541300
183,5120000,17142600,9258400,17685600
184,5120000,17167700,8937600,19105800
185,5120000,17195900,8534500,19041900
186,5120000,22274100,20258900,79764500
187,5120000,20600000,12232400,28059700
188,5120000,15227100,7090000,16697400
189,5120000,17169100,8244899,17934200
190,5120000,16936100,9276700,17412900
191,5120000,17046500,7886900,18241900
192,5120000,17105700,8514300,21337500
193,5120000,19791900,12608600,50001100
194,5120000,19178800,10502400,16731699
195,5120000,16587500,7188500,16215100
196,5120000,16478099,7369200,16936800
197,5120000,16407999,7089300,16905300
198,5120000,16292700,7099900,18136600
199,5120000,22518100,18423500,75759300
200,5120000,22386800,10604400,19559900
1,10240000,28387700,15217600,35417300
2,10240000,31050600,17136800,34164200
3,10240000,29273200,18114400,36202400
4,10240000,34996700,18117600,50430300
5,10240000,48450100,18952000,34526900
6,10240000,27880600,14426000,30785100
7,10240000,30443200,16533800,31453099
8,10240000,30770100,15483500,30721800
9,10240000,34505300,17657200,48906600
10,10240000,51141900,20589100,36954300
11,10240000,27413300,14220800,31023300
12,10240000,30346500,17027100,31463900
13,10240000,30087200,17140800,31326399
14,10240000,34326200,17993000,47651700
15,10240000,47977800,19974600,35804300
16,10240000,28476600,14147200,30121400
17,10240000,28406300,15038900,30404100
18,10240000,29608100,14990000,31302200
19,10240000,34161100,17896400,51176200
20,10240000,47300800,19303300,36613000
21,10240000,29874200,15299700,31780500
22,10240000,29842500,15792000,30101700
23,10240000,29270100,15846099,33354799
24,10240000,34384700,17795900,59545200
25,10240000,46130400,18348700,34837600
26,10240000,27894000,14884300,30354300
27,10240000,29428400,15070700,30655700
28,10240000,30097800,15753600,31752400
29,10240000,34587400,17668100,47870200
30,10240000,47977400,19587700,35061200
31,10240000,28392200,14291500,30027500
32,10240000,29785400,16015700,33101600
33,10240000,29973400,15335400,31121100
34,10240000,34158400,18193700,59105800
35,10240000,45723000,20070400,36283400
36,10240000,29614700,14268900,31736200
37,10240000,29202500,15527000,35326700
38,10240000,29759500,15521000,31637300
39,10240000,34724800,17902800,46019000
40,10240000,47187700,18692400,35808600
41,10240000,28898600,14194700,31648600
42,10240000,29611000,14788300,33184800
43,10240000,29311300,15010800,33515900
44,10240000,34846400,18167400,57821000
45,10240000,45279700,18962000,36689300
46,10240000,31026700,15395400,30197600
47,10240000,29669700,14781800,30440900
48,10240000,29651600,14895400,31596000
49,10240000,34648700,17824000,47023100
50,10240000,49534600,20068600,37049900
51,10240000,27977900,14282100,31216500
52,10240000,29026500,14897600,31836900
53,10240000,29477000,14858100,33234399
54,10240000,34736100,17845900,48038900
55,10240000,45606400,19721900,36175500
56,10240000,28045600,14531900,30467900
57,10240000,28951100,15025800,30935700
58,10240000,29213000,14859100,31061900
59,10240000,34624000,17896000,45682000
60,10240000,50376800,19843400,35974700
61,10240000,28325100,14101900,30806600
62,10240000,29668100,16017900,30437400
63,10240000,28862000,15933300,31056100
64,10240000,33919100,18051600,46986900
65,10240000,50633100,21582500,38534400
66,10240000,30577000,14495500,30811600
67,10240000,28415200,15050500,30690800
68,10240000,29617500,16901500,31568300
69,10240000,34354000,18087900,46053200
70,10240000,48777500,20032900,36163900
71,10240000,29948200,14155700,31181100
72,10240000,29151500,15328100,32042400
73,10240000,28825000,15677400,31733900
74,10240000,34420500,17903000,47349000
75,10240000,49247100,19680000,36900100
76,10240000,29996700,14496000,31784899
77,10240000,28483500,14486600,31224600
78,10240000,29438000,14735000,31507300
79,10240000,34902400,18072800,57576300
80,10240000,46703400,19050300,35543000
81,10240000,29009700,14301000,31437100
82,10240000,29756900,16522800,30969300
83,10240000,30142800,15774400,31116900
84,10240000,34218700,17649200,47751800
85,10240000,47962700,21166700,36217000
86,10240000,34905700,14318000,31202700
87,10240000,29301700,15246700,31217600
88,10240000,29598200,17281800,32011800
89,10240000,34554200,18039500,55916400
90,10240000,44646100,18518300,35011200
91,10240000,28714400,14316600,30819300
92,10240000,29264200,15921800,30807400
93,10240000,29630100,14900200,31574300
94,10240000,34838700,17839700,49618900
95,10240000,49546600,21914500,37697000
96,10240000,30076800,14286700,31213800
97,10240000,29743900,15900899,30582500
98,10240000,29504800,16389500,32338500
99,10240000,34643000,17754100,55026200
100,10240000,48707000,19790200,36638700
101,10240000,30080900,15154400,31109500
102,10240000,29757300,16047300,30862100
103,10240000,29519100,15646799,30703800
104,10240000,33965100,18304700,49619100
105,10240000,46903900,19260300,33711300
106,10240000,27816700,15918100,32691199
107,10240000,29106400,14287000,31530700
108,10240000,30121800,14925600,72267800
109,10240000,41734000,18589500,60446700
110,10240000,37707500,15026900,30316500
111,10240000,29622000,14352700,30284200
112,10240000,29307300,14327200,30646700
113,10240000,35070100,18169100,55935500
114,10240000,43816400,17864400,40956700
115,10240000,34724000,18972200,31834099
116,10240000,28735100,14387600,32664500
117,10240000,28560300,14432000,34190600
118,10240000,34348300,18046800,54756400
119,10240000,43139800,18173700,41194100
120,10240000,30428400,14274100,33709500
121,10240000,28131300,15574800,35025200
122,10240000,27519900,14568900,36685700
123,10240000,34105400,17796600,53244000
124,10240000,43415900,19281000,40229000
125,10240000,29693900,14350700,32879100
126,10240000,28008000,14318800,34383900
127,10240000,27719400,15382500,36466800
128,10240000,34319200,18088700,54194400
129,10240000,42625300,19605700,39323300
130,10240000,29935100,14296600,33259400
131,10240000,27969700,17065400,34821200
132,10240000,27571900,15911000,36289100
133,10240000,33808800,18214200,77470500
134,10240000,44328500,20536700,42945100
135,10240000,28041300,14208900,32465500
136,10240000,29224100,16005300,31480599
137,10240000,29066900,15036300,34362700
138,10240000,34495700,18139800,59527100
139,10240000,46223800,20508400,36871800
140,10240000,29878400,14533600,31618700
141,10240000,28921600,15264400,31240300
142,10240000,29322600,14492700,32949500
143,10240000,34092000,18270800,74144100
144,10240000,41336300,20137400,35870400
145,10240000,33252300,15438800,31575500
146,10240000,29864800,14879000,31096600
147,10240000,29755100,15807900,31331699
148,10240000,34780600,18121800,60419900
149,10240000,45452900,19490000,37704900
150,10240000,27554300,14225700,31415199
151,10240000,29235800,16092500,31882000
152,10240000,29543700,14984900,32642100
153,10240000,34230900,18120600,71408500
154,10240000,41816800,19676400,35592600
155,10240000,27684100,14218900,30389600
156,10240000,30259200,15027800,32955600
157,10240000,30487800,15248600,31064500
158,10240000,34443000,18069500,54293000
159,10240000,46189300,19069200,35262400
160,10240000,27840100,14309300,31165200
161,10240000,28951700,15310500,30986100
162,10240000,29581600,16478500,33980700
163,10240000,34339200,18124200,52777200
164,10240000,42947400,18133000,34537700
165,10240000,27773300,14506400,30675400
166,10240000,30066100,15296500,30062700
167,10240000,29654000,15737999,30858000
168,10240000,34824700,17965900,56103200
169,10240000,45751300,19641700,36464300
170,10240000,28380800,14247600,30745500
171,10240000,29294800,15590100,31050400
172,10240000,30491200,15477100,32212400
173,10240000,34070100,18137400,61376300
174,10240000,43550000,19261900,35870600
175,10240000,27537900,14167600,30314500
176,10240000,28810200,14842200,30247300
177,10240000,28844700,15263800,31165700
178,10240000,34493300,18376200,84941500
179,10240000,42108800,17702100,35103600
180,10240000,27318600,14622400,31328300
181,10240000,29716200,15384200,32592200
182,10240000,30380500,14871200,33034500
183,10240000,34717500,17894500,63900799
184,10240000,43286200,19133900,35467700
185,10240000,32565200,13938800,30441200
186,10240000,33433200,15714300,30373500
187,10240000,29439600,15610500,31191900
188,10240000,34236500,18310300,79009000
189,10240000,41651500,18409800,34721400
190,10240000,27484200,14500100,31400200
191,10240000,29688500,15765000,32460400
192,10240000,29748600,14882600,32786900
193,10240000,34139500,17960700,63216900
194,10240000,45181300,18167700,34890900
195,10240000,27938000,14912000,31253200
196,10240000,28731200,14677800,30415500
197,10240000,31986900,16273400,110567600
198,10240000,35951000,18118600,74684600
199,10240000,32942399,14582500,31044400
200,10240000,28613500,14511500,30230400
1,20480000,55693900,36211400,77968600
2,20480000,85419700,36277600,179611300
3,20480000,59355100,29088600,58446500
4,20480000,66360600,47852900,219830500
5,20480000,69421100,35566100,71962700
6,20480000,56192400,28019100,58605800
7,20480000,65180400,50022100,207068100
8,20480000,70161000,37205400,75633100
9,20480000,55628300,27494400,59259700
10,20480000,64593700,47603200,220248600
11,20480000,89685700,38357800,73870200
12,20480000,55465900,27668500,61091800
13,20480000,65304299,47143100,212475300
14,20480000,68583100,30837100,58529900
15,20480000,54825100,31533100,58735800
16,20480000,67130400,43745000,215543500
17,20480000,69353400,30325400,59460600
18,20480000,54013400,28568100,59176600
19,20480000,66919400,56637600,208918700
20,20480000,71333300,30604900,58751700
21,20480000,55791200,27517300,67738800
22,20480000,66182800,41031900,220362900
23,20480000,66780099,27663300,59438800
24,20480000,56229800,28151100,72046100
25,20480000,66673399,52006300,213097800
26,20480000,64057699,31901600,63151200
27,20480000,55144900,27395100,68443900
28,20480000,66339999,41487600,228146100
29,20480000,60140100,27244400,59455300
30,20480000,55491600,27834700,68247900
31,20480000,68189400,49866400,215758900
32,20480000,60343100,27585900,59267600
33,20480000,54191500,27615900,68224600
34,20480000,66684099,40891200,223533100
35,20480000,56395500,27409000,59573400
36,20480000,54349600,27544700,68187300
37,20480000,66526300,39965100,204231400
38,20480000,59527000,31936500,58959400
39,20480000,57326300,27560300,67755300
40,20480000,66477600,40303000,222298900
41,20480000,60721100,31784100,58944800
42,20480000,55128300,27501200,67909100
43,20480000,66908800,48095400,217936800
44,20480000,74892000,28877500,62627600
45,20480000,55145100,27519800,69736200
46,20480000,66293300,36690100,226601200
47,20480000,56001700,27636100,62729499
48,20480000,53703700,27524000,67516000
49,20480000,66600300,39057400,223810700
50,20480000,58542000,30768200,61199700
51,20480000,54184400,28011400,69612000
52,20480000,66336000,36180500,222337600
53,20480000,55749600,27412400,61427800
54,20480000,55419000,27698200,68225900
55,20480000,66331800,38641400,219602100
56,20480000,56654700,27422100,59967700
57,20480000,54306500,27482800,68418900
58,20480000,66923200,36112000,224424400
59,20480000,56042900,27262600,60292100
60,20480000,54241000,27543800,67359000
61,20480000,66414299,35437200,231430400
62,20480000,54866800,27277800,60907800
63,20480000,54542300,27423600,67591700
64,20480000,66427299,37826300,225926300
65,20480000,54878800,27689400,59566600
66,20480000,53837600,27730500,67599800
67,20480000,66568900,35995500,230437400
68,20480000,62743400,27610300,61229600
69,20480000,54211800,27393500,67910500
70,20480000,66187300,36572000,221492500
71,20480000,55352700,27171900,62556600
72,20480000,54213600,27469100,69103700
73,20480000,66614999,34553100,222824800
74,20480000,56261600,27315400,60688600
75,20480000,54307200,27588000,67336700
76,20480000,66939200,36069400,222366600
77,20480000,58188700,27966400,62904199
78,20480000,53610900,27121500,68497900
79,20480000,66650500,38431400,231199100
80,20480000,58260700,27750900,62315200
81,20480000,53702000,27668000,67336600
82,20480000,66149299,35516000,222032400
83,20480000,55470600,27717100,61774100
84,20480000,57907800,27538300,70040400
85,20480000,66486699,39809900,217115800
86,20480000,58813100,29739600,62201500
87,20480000,55686900,27716800,68834100
88,20480000,66454900,35558700,221031000
89,20480000,55762800,27568100,65556699
90,20480000,54297300,27478900,68690400
91,20480000,66662000,37596600,219556500
92,20480000,57100700,27475400,65147100
93,20480000,53501100,27217400,70156400
94,20480000,66709300,35323500,217304000
95,20480000,55705000,27367700,63873100
96,20480000,53521300,27830100,69967000
97,20480000,66750800,35716500,197693900
98,20480000,58474500,27429200,58880300
99,20480000,54366100,27441700,67052200
100,20480000,66731299,35680400,232477000
101,20480000,59975200,27323600,58917000
102,20480000,54607900,27744400,66900800
103,20480000,66323600,35187500,231076300
104,20480000,72211000,27453600,59699100
105,20480000,54339600,27315800,68823800
106,20480000,66765200,36054200,227292900
107,20480000,58125600,27410400,61282900
108,20480000,53932500,27211600,68125600
109,20480000,66604899,35590600,225936700
110,20480000,60740000,31413800,60413200
111,20480000,53772500,27803500,68857200
112,20480000,66362000,35158900,222497700
113,20480000,56262000,27324000,61360700
114,20480000,53813700,27684500,67794600
115,20480000,66880999,35138900,225406500
116,20480000,58893700,27944200,60382800
117,20480000,53792900,27553700,68963500
118,20480000,66943000,35315800,226861300
119,20480000,56952000,27562600,58965200
120,20480000,54260500,27807300,66525000
121,20480000,66722000,35865300,226033200
122,20480000,56049500,27603600,59085900
123,20480000,53965400,27385600,67270600
124,20480000,67404800,39321600,223484300
125,20480000,56866300,27439000,59859000
126,20480000,54095000,27702400,67245600
127,20480000,66600700,37798700,220399500
128,20480000,58614400,27510300,59762200
129,20480000,53890900,27564100,67475900
130,20480000,66351600,35445000,229786000
131,20480000,57483500,27396700,61450900
132,20480000,54553600,27708200,67562000
133,20480000,66775400,35165200,228941500
134,20480000,56152700,27661200,60743700
135,20480000,53637700,27542900,67137500
136,20480000,67019400,36367000,224470600
137,20480000,61498700,29323900,59962700
138,20480000,53515900,27327300,68179000
139,20480000,66487300,38727700,227232400
140,20480000,63266100,28158800,60067400
141,20480000,53971400,27870100,67378800
142,20480000,65962400,35430100,224007800
143,20480000,57432900,27897300,61593000
144,20480000,55335200,27521900,69732100
145,20480000,66803699,35895000,227437600
146,20480000,58802200,31838600,63445000
147,20480000,53907600,27460100,68104800
148,20480000,65946800,36968300,219947700
149,20480000,56694400,27682600,62927800
150,20480000,54388300,27724500,67064600
151,20480000,66757600,34631500,213383300
152,20480000,56375400,27563500,61227200
153,20480000,53837500,27669800,71926500
154,20480000,66769200,34674600,217652100
155,20480000,55713700,27387300,62634600
156,20480000,53863800,27634600,68043600
157,20480000,66374900,36311200,219618500
158,20480000,56017000,27369100,59334700
159,20480000,53695000,27493100,67962300
160,20480000,66396399,35802600,221035600
161,20480000,58422900,27392200,61363300
162,20480000,53854500,27378600,66453500
163,20480000,66395899,34303400,225546000
164,20480000,57149000,27432800,63049900
165,20480000,54584700,27327200,69718000
166,20480000,66389300,34325000,224431900
167,20480000,56331400,27237200,62504900
168,20480000,53809800,27484600,69043800
169,20480000,66286399,34832100,226879700
170,20480000,60859800,29770300,62586600
171,20480000,53919500,27567400,67783100
172,20480000,66561499,35865300,217160900
173,20480000,55269300,27529000,62506800
174,20480000,53690300,27636700,67590800
175,20480000,66633800,34311200,216706200
176,20480000,62867500,27307400,60450100
177,20480000,57884100,27549300,68840800
178,20480000,66751800,35140900,222737500
179,20480000,55299400,27464100,62282000
180,20480000,54446900,27610100,66117100
181,20480000,66367700,34382500,225576600
182,20480000,56518400,27497400,60953800
183,20480000,53822200,27615900,67630700
184,20480000,66327100,34463200,221666900
185,20480000,55509800,27364000,60002400
186,20480000,54020000,27402800,66499300
187,20480000,66348400,34906700,224531900
188,20480000,62187300,27397900,59854000
189,20480000,53932500,27592300,66202100
190,20480000,66289600,34828700,198513300
191,20480000,59845000,31639000,58835700
192,20480000,56068200,27360100,65568000
193,20480000,66319800,34231700,231079000
194,20480000,60913100,27420900,59292600
195,20480000,54784800,27262600,65842399
196,20480000,67279600,34888100,202895700
197,20480000,78168600,28153500,59013500
198,20480000,55643900,27590500,66679100
199,20480000,66424200,34557100,225371900
200,20480000,65110600,27472300,58950500
1,40960000,107387400,66614400,253548500
2,40960000,138823200,53497100,114245300
3,40960000,131513100,66865999,243435100
4,40960000,134200600,57296800,114927400
5,40960000,132480199,66439799,228117400
6,40960000,116571200,53262300,114882500
7,40960000,134005999,66417800,211498300
8,40960000,121571100,53777200,115532200
9,40960000,131318999,66740600,218135700
10,40960000,110621100,53122800,115140400
11,40960000,137283700,72120100,280846900
12,40960000,111679900,69728800,288144100
13,40960000,136679000,85120400,120797300
14,40960000,187386500,65419400,287902800
15,40960000,195372900,57584600,120966300
16,40960000,137433400,71143500,213670700
17,40960000,122970500,54221100,116963200
18,40960000,181456000,78662800,135662300
19,40960000,247573500,60155700,146400300
20,40960000,161922100,59436700,113930900
21,40960000,105834200,58228200,140574100
22,40960000,164862800,62464600,115501400
23,40960000,105911200,53101100,132883900
24,40960000,159436500,66174500,120040400
25,40960000,106382700,53728600,131825300
26,40960000,157934200,71160000,127991899
27,40960000,105707800,52971200,135762300
28,40960000,155009300,67483500,135338500
29,40960000,105692700,53173100,131564199
30,40960000,156645300,66344200,145401400
31,40960000,106312500,53518300,131893800
32,40960000,158898200,67697900,143922800
33,40960000,107223400,52705600,115647400
34,40960000,123824800,67490500,140455900
35,40960000,110748500,52966200,114011200
36,40960000,124872500,66777500,139883900
37,40960000,129189400,53263200,114158100
38,40960000,126974900,66788700,141198900
39,40960000,151781800,53077800,113557600
40,40960000,126182099,70790200,142624200
41,40960000,154587100,56686900,113409400
42,40960000,127093000,66826600,139812500
43,40960000,167666400,55930200,116566300
44,40960000,125612700,66459400,141510400
45,40960000,164520200,58613200,113932200
46,40960000,106817500,64883700,144709000
47,40960000,166000600,62164400,114135000
48,40960000,105050000,59096600,140519100
49,40960000,160682500,62376500,117100800
50,40960000,105826800,52902700,136541100
51,40960000,157890500,68864500,122039100
52,40960000,105802200,53077400,132897999
53,40960000,134062700,53021600,119636900
54,40960000,107616100,53166200,113771400
55,40960000,121711100,54260800,113411200
56,40960000,117183000,53744300,113277600
57,40960000,121001200,53516200,113555200
58,40960000,119152000,53048900,114394400
59,40960000,117542900,53208100,113447200
60,40960000,121894700,55214300,117393100
61,40960000,120211000,53464100,112928800
62,40960000,118150800,53065100,121010200
63,40960000,107632500,53038200,113276400
64,40960000,117975100,53491800,112905900
65,40960000,120813800,53299000,113707600
66,40960000,117715700,53181500,113471100
